ID,Name,Address,Type
H880105,CAMBRIDGE VILLAGE  HOA,"CAMBRIDGE COURT, LLOYD, NY, 12528",HOMEOWNERS ASSOCIATION
H890084,DRUMGOOLE HOMEOWNERS,"DRUMGOOLE ROAD, STATEN ISLAND, NY, 10314",HOMEOWNERS ASSOCIATION
H910027,WATERWOOD ESTATES,"WHITEWOON DRIVE, MASSAPEQUA PARK, NY, 11762",HOMEOWNERS ASSOCIATION
H950023,COLT LANE HOA,"19803 R.H. JOHNSON BLVD, SUN CITY WEST, AZ, 85375",HOMEOWNERS ASSOCIATION
NY900007,369 EDGECOMBE AVENUE HDFC,"369 EDGECOMBE AVENUE, NEW YORK, NY, 10031",OTHER
C790283,LEFT BANK APTS CORP,"99 BANK STREET, NEW YORK, NY, 10014",COOPERATIVE
C800129,13 GRAMERCY PARK SOUTH,"13 GRAMERCY PARK SOUTH, NEW YORK, NY, 10003",COOPERATIVE
C850360,119 PROSPECT PLACE,"119 PROSPECT PLACE, BROOKLYN, NY, 11238",COOPERATIVE
C860569,108-07 65TH RD/65-11 108TH ST/108-10 65TH AVE,"108-07 65TH RD/65-11 108TH ST/108-10 65TH AVE, FOREST HILLS, NY, 11375",COOPERATIVE
C890110,41 QUEBEC RD(REGENCY AT ISLAND PARK),"41 QUEBEC RD, ISLAND PARK, NY, 11558",COOPERATIVE
CD810093,CAMBRIDGE SQUARE CONDOMINIUM,"1 THROUGH 12 CAMBRIDGE STREET, WILLIAMSVILLE, NY, 14221",CONDOMINIUM
CD830091,ST. MARY'S SQUARE,"125 EDWARD SQUARE, BUFFALO, NY, 14201",CONDOMINIUM
CD840238,HAMLET ESTATES OF STATEN ISLAND,"ARTHUR KILL ROAD AND ABINGDON AVENUE, STATEN ISLAND, NY, 10314",CONDOMINIUM
CD890396,GREENWICH HARBOR CLUB,"RIVER ROAD & MIANUS RIVER ROAD, GREENWICH, CT, 06807",CONDOMINIUM
CD900058,HILLSIDE PARK CONDO I,"OLD TARRYTOWN RD & HILLSIDE AVENUE, GREENBURGH, NY, 10603",CONDOMINIUM
CD900241,HUIS PLAZA CONDOMINIUM,"77 ALLEN STREET, NEW YORK, NY, 10002",CONDOMINIUM
H850060,GREENTREE ESTATES H.O.A.(RESUBMIT),"TO BE CONSTRUCTED, NORTHPORT, NY, 11786",HOMEOWNERS ASSOCIATION
H870068,SOMERSET VILLAGE HOA,"5280 CENTRAL FLORIDA PARKWAY, ORLANDO, FL, 32821",HOMEOWNERS ASSOCIATION
H880183,NUGENT ENTERPRISES & LAND DEV (CPS-1),"7566 SPRING HILL DRIVE, SPRING HILL, FL, 34606",HOMEOWNERS ASSOCIATION
T880005,VILLAS AT FAIRWAYS (THE),"ROUTE 209, BUSHKILL, PA, 18324",OTHER
C800558,LAKESIDE TOWERS (CPS-5)#89-055,"220-55 46TH AVE., BAYSIDE, NY, 11361",COOPERATIVE
C800609,130 EAST 18TH STREET,"130 EAST 18TH ST, NEW YORK, NY, 10003",COOPERATIVE
C810559,2 GROVE STREET,"2 GROVE STREET, NEW YORK, NY, 10014",COOPERATIVE
C850136,220 WEST 13TH STREET COOP OFFERING,"220 WEST 13TH STREET, NEW YORK, NY",COOPERATIVE
C850324,244 RIVERSIDE DRIVE   (NEW #C87-110),"244 RIVERSIDE DRIVE, NEW YORK, NY, 10025",COOPERATIVE
C880350,70 LINDEN BLVD/75 MARTENSE STREET,"70 LINDEN BLVD/75 MARTENSE STREET, BROOKLYN, NY, 11226",COOPERATIVE
C890040,200-206 WEST HOUSTON STREET,"200-206 WEST HOUSTON STREET, NEW YORK, NY, 10021",COOPERATIVE
C890058,ROMATH CHEN BUNGALOW COLONY CO-OP (CPS-1),"LAUREL AVENUE, FALLSBURG, NY, 12779",COOPERATIVE
C900049,10 HEMINWAY AVENUE,"10 HEMINWAY AVENUE, NEW ROCHELLE, NY",COOPERATIVE
CD870387,369 PROFESSIONAL CONDO PHASE III,"369 EAST MAIN STREET, EAST ISLIP, NY",CONDOMINIUM
CD920035,ORCHID FALLS   (FKA FALLING WATERS II)  CPS1,"7200 DAVIS BLVD, NAPLES, FL, 33962",CONDOMINIUM
CD940033,WATER CLUB 1 AT LONGBOAT KEY (THE) (RESUBMIT),"1245 GULF OF MEXICO DRIVE, LONGBOAT KEY, FL, 34228",CONDOMINIUM
H880006,WESTSIDE KNOLLS H O A,"WESTSIDE DRIVE-TOWN OF OGDEN, CHURCHVILLE, NY, 14428",HOMEOWNERS ASSOCIATION
H900075,RICHMOND PARK PART. HOMES(CPS-1),"MARINERS HARBOR  (H90-097 THRU H90-100), STATEN ISLAND, NY, 10303",HOMEOWNERS ASSOCIATION
NY880021,458 WEST 57TH STREET,"458 WEST 57TH STREET, NEW YORK, NY",COOPERATIVE
C790419,150 WEST 95TH STREET,"150 WEST 95TH STREET, NEW YORK, NY, 10025",COOPERATIVE
C800012,715 OCEAN PARKWAY,"715 OCEAN PARKWAY, BROOKLYN, NY, 11230",COOPERATIVE
C800159,MIDLAND GARDENS APTS. INC.,"7 MIDLAND GARDENS, BRONXVILLE, NY, 10708",COOPERATIVE
C800224,158 EAST 22 TENANTS' CORP.,"158 E. 22ND ST., NEW YORK, NY, 10010",COOPERATIVE
C800371,121-131 NORTH BROADWAY,"121-131 NORTH BRTOADWAY, WHITE PLAINS, NY, 10603",COOPERATIVE
C810011,SEA-SITE CORPORATION,"3800 POPLAR AVE., BROOKLYN, NY, 11224",COOPERATIVE
C810310,125 W. 92ND ST.,"125 W. 92ND ST., NEW YORK, NY, 10025",COOPERATIVE
C850759,77 COOPER STREET,"77 COOPER STREET, NEW YORK, NY, 10034",COOPERATIVE
C890140,3 WEST 101 STREET,"3 WEST 101 STREET, NEW YORK, NY, 10025",COOPERATIVE
CC860002,90 ST MARKS AVENUE,"90 ST MARKS AVENUE, BROOKLYN, NY, 11217",COOPERATIVE/CONDOMINIUM
CD790112,FRENCH COURT WEST CONDOMINIUM,"531 FRENCH ROAD -TOWN OF BRIGHTON, MONROE, NY, 10950",CONDOMINIUM
CD830262,FAIRWAYS AT HEATHER CONDO. (CPS-1),"TOWNSHIP 22 SOUTH RANGE 17 EAST, MIAMI, FL, 99999",CONDOMINIUM
CD840239,SOUTHWICK COURT CONDOMINIUM,"25 CANTERBURY ROAD, ROCHESTER, NY, 14623",CONDOMINIUM
CD870389,GREGORY(CPS-1),"8315 4TH AVENUE, BROOKLYN, NY, 11209",CONDOMINIUM
H810049,LAKE JOSEPH HOA,"LAKE JOSEPH THOMPSON& FORESTBURGH, FORESTBURG, NY, 99999",HOMEOWNERS ASSOCIATION
C790201,10 EIGHTH AVENUE HOUSING CORP.,"10 EIGHTH AVE., BROOKLYN, NY, 11217",COOPERATIVE
C800065,153 WEST 95TH STREET,"153 WEST 95TH STREET, NEW YORK, NY, 10025",COOPERATIVE
C800561,444 E. 84 ST.,"444 E. 84TH ST., NEW YORK, NY, 10028",COOPERATIVE
C810562,3103 FAIRFIELD AVENUE,"3103 FAIRFIELD AVE., BRONX, NY, 10463",COOPERATIVE
C830221,MORLEIGH APARTMENTS ***CPS-6#92-002****,"74 WEST 68TH STREET, NEW YORK, NY, 10023",COOPERATIVE
C840061,STRATHMORE ARMS  *CPS-5*11-017*,"34-43 60TH STREET, JACKSON HEIGHTS, NY, 11377",COOPERATIVE
C870356,581 WARREN STREET,"581 WARREN STREET, BROOKLYN, NY, 11217",COOPERATIVE
C880304,"3231,3241,3251 ROYAL AVE (CROWN ROYAL ARMS)","3231,3241,3251 ROYAL AVENUE, OCEANSIDE, NY, 11572",COOPERATIVE
C900011,OCEANSIDE COVE VI,"DALY BOULEVARD, OCEANSIDE, NY, 11572",COOPERATIVE
CD860392,LINCOLN PLAZA CONDOMINIUM,"1717 LINCOLN AVENUE, HOLBROOK, NY, 11741",CONDOMINIUM
CD950006,SUGAR HILL CONDO **RESUBMIT**,"430 WEST 154TH STREET, NEW YORK, NY, 10032",CONDOMINIUM
CD960082,31-41 MAPLE ROAD OFFICE BUILDING,"41 MAPLE ROAD, AMHERST, NY, 14221",CONDOMINIUM
H740012,WOODRIDGE TERRACE AT STRATHMORE HOA,"PATCHOGUE-MOUNT SINAI ROAD, TOWN OF BROOKHAVEN, NY, 11766",HOMEOWNERS ASSOCIATION
H910022,HARBOR LIGHTS VILLAGE HOA,"CATSKILL CREEK AND MAIN STREET, VILLAGE OF CATSKILL, NY, 12414",HOMEOWNERS ASSOCIATION
NY820070,821 PROSPECT PLACE,"821 PROSPECT PLACE, BROOKLYN, NY, 11216",COOPERATIVE
C800289,22ND ST. APARTMENT CORP.,"260 W. 22ND ST., NEW YORK, NY, 10011",COOPERATIVE
C800383,PALMER HOUSE  *CPS-5-04/0011*,"463 SUMMIT AVE., CEDARHURST, NY, 11516",COOPERATIVE
C820381,PARKER DEAUVILLE,"522 SHORE ROAD, LONG BEACH, NY, 11561",COOPERATIVE
C840054,NEBRASKA (THE),"67-30 DARTMOUTH STREET, FOREST HILLS, NY, 11375",COOPERATIVE
C860244,45 SEVENTH AVE. (SOLD OUT 4/21/87),"45 SEVENTH AVE., BROOKLYN, NY, 11217",COOPERATIVE
C870552,1490 OCEAN AVENUE,"1490 OCEAN AVENUE, BROOKLYN, NY, 11230",COOPERATIVE
CC860010,60 EAST 9TH ST. OWNERS CORP.,"60 EAST 9TH STREET, NEW YORK, NY, 10003",COOPERATIVE/CONDOMINIUM
CC870048,WEST 82ND STREET OWNERS CORP,"107-109-111 WEST 82ND STREET, NEW YORK, NY, 10024",COOPERATIVE/CONDOMINIUM
CD830006,GRAMERCY PARK HABITAT,"205 EAST 22ND STREET, NEW YORK, NY, 10011",CONDOMINIUM
CD840068,CYPRESS CREST CONDOMINIUM II,"E. SIDE OF RICHMOND AVENUE, STATEN ISLAND, NY, 10314",CONDOMINIUM
CD860032,"CAPTAINS HARBOR CONDO, PH II (CPS-1)","CAPTAIN HARBOR DRIVE, PINE ISLAND, FL, 33922",CONDOMINIUM
CD870152,PINE RIDGE AT LAKE TARPON VILLAGE III(CPS1),"PINE RIDGE CIRCLE EAST, TARPON SPRINGS, FL, 33589",CONDOMINIUM
CD870518,PARK WEST COMMONS,"279-287 PROSPECT PARK WEST, BROOKLYN, NY, 11215",CONDOMINIUM
H910082,BEMENT COMMONS HOA,"BEMENT COURT, STATEN ISLAND, NY, 10301",HOMEOWNERS ASSOCIATION
NY820082,157-161 WEST 105 STREET,"157-161 WEST 105 STREET, NEW YORK, NY, 10025",COOPERATIVE
C800414,103 PROSPECT PARK WEST HOUSING CORP.,"103 PROSPECT PARK WEST HOUSING CORP., BROOKLYN, NY, 11215",COOPERATIVE
C810413,190 PACIFIC STREET,"190 PACIFIC STREET, BROOKLYN, NY, 11201",COOPERATIVE
C810417,345 WEST 4TH STREET-306 WEST 13TH ST.,"345 WEST 4TH STREET, NEW YORK, NY, 10014",COOPERATIVE
C830415,400 E. 17TH ST. CORP.  (CPS-5 #92-004),"400 EAST 17TH STREET ***CPS-5/ #06-015, BROOKLYN, NY, 11201",COOPERATIVE
C830444,"JACOB CRAM COOPERATIVE, INC.","307-309 WEST BROADWAY, NEW YORK, NY, 10013",COOPERATIVE
C840022,150 EAST 93RD STREET,"150 EAST 93RD STREET, NEW YORK, NY, 10028",COOPERATIVE
C860470,82-35/39 134TH STREET,"82-35/39 134TH STREET, KEW GARDENS, NY, 11435",COOPERATIVE
C860608,105 PARK PLACE,"105 PARK PLACE, BROOKLYN, NY, 11217",COOPERATIVE
CD810017,COMMUNITY GARDENS CONDO.,"181 PURCHASE STREET, RYE, NY, 10580",CONDOMINIUM
CD830015,TURNING POINT CONDOMINIUM II,"ROUTE 155 - NEW KARNER ROAD, ALBANY, NY, 99999",CONDOMINIUM
CD830044,WOODS IN WESTCHESTER CONDO III,"ROUTE 9A  & ROUTE 134 CROTON DAIN ROAD, OSSINING, NY, 10562",CONDOMINIUM
CD850013,SEA OATS OF JUNO BEACH,"900 DONALD ROSS ROAD, JUNO BEACH, FL, 33408",CONDOMINIUM
CD870011,208 EAST 32ND. STREET CONDO.,"208 EAST 32ND. STREET, NEW YORK, NY, 10016",CONDOMINIUM
CD890197,ROBERTS CONDOMINIUM,"3070 ROBERTS AVENUE, BRONX, NY, 10461",CONDOMINIUM
NY950021,19 WEST 105TH STREET HDFC,"19 WEST 105TH STREET, NEW YORK, NY, 10025",OTHER
C850705,233 PRESIDENT STREET,"233 PRESIDENT STREET, BROOKLYN, NY, 11238",COOPERATIVE
C860277,132 LAFAYETTE STREET,"132 LAFAYETTE ST., NEW YORK, NY",COOPERATIVE
C860465,280 OCEAN PARKWAY,"280 OCEAN PARKWAY, BROOKLYN, NY, 11218",COOPERATIVE
C870200,20-30 MERLE PLACE,"20-30 MERLE PALCE, STATEN ISLAND, NY, 10305",COOPERATIVE
CD830307,SOLYMAR AT PLACE MISHAL-CPS1,"1451 OCEAN DRIVE, MIAMI, FL, 33139",CONDOMINIUM
CD840067,FORT GREENE PARTNERSHIP HOMES (CPS-1),"FORT GREENE, BROOKLYN, NY, 11217",CONDOMINIUM
CD850049,TIDEWATER CONDOMINIUM NO. 1,"7415 AQUARINA BEACH DRIVE, MELBOURNE, FL, 32951",CONDOMINIUM
CD860065,BEECHOVER CONDOMINIUM,"CHAUTAUQUA INSTITUTION, CHAUTAUQUA, NY, 14722",CONDOMINIUM
CD870303,VILLAGE POINTE CONDOMINIUM,"350 WEST 14TH STREET, NEW YORK, NY, 10014",CONDOMINIUM
CD880063,780 WEST END AVENUE CONDOMINIUM,"780 WEST END AVENUE, NEW YORK, NY, 10025",CONDOMINIUM
CD880199,200 WEST 123RD ST CONDO (CPS-1),"200 WEST 123RD STREET, NEW YORK, NY",CONDOMINIUM
CD880364,RIVERBEND AT INDIAN RIVER PLANTATION (CPS-1),"585 N.E. OCEAN BLVD, STUART, FL, 34996",CONDOMINIUM
CD890058,109 CEDAR ROAD  (RS-3 FILED 7/13/90),"109 CEDAR ROAD, KATONAH, NY",CONDOMINIUM
T800002,WHITE MOUNTAIN CNTRY CLUB AT COLD SPRING RES.,"WHITE MOUNTAIN COUNTRY CLUB (COLD SPRING), ASHLAND, NH, 99999",OTHER
T810001,COUNTRY SQUIRE LAKESHORE CLUB,"COUNTRY SQUIRE LAKESHORE CLUB, LACKAWAXEN TOWNSHIP, PA, 99999",OTHER
C770022,253-259 GARFIELD PLACE,"253-259 GARFIELD PLACE, BROOKLYN, NY",COOPERATIVE
C790333,LEX OWNERS CORPORATION,"123 E. 75TH ST & LEX AVE, NEW YORK, NY, 10021",COOPERATIVE
C830430,224 RIVERSIDE DR **CPS-6-#95-033**,"224 RIVERSIDE DRIVE, NEW YORK, NY, 10025",COOPERATIVE
C840178,24-26 EAST 93RD APARTMENTS CORP.,"24-26 EAST 93RD STREET *(CPS-8 #01/0023), NEW YORK, NY, 10128",COOPERATIVE
C870326,262 BERGEN STREET,"262 BERGEN STREET, BROOKLYN, NY, 11217",COOPERATIVE
C880406,35-07 90TH STREET,"35-07 90TH STREET, NEW YORK, NY, 11372",COOPERATIVE
CD870114,SUMMIT AT HIGH POINT N. HILL CONDO II,"POWERHOUSE ROAD, N. HILLS VILLAGE, NY",CONDOMINIUM
CD890329,1269 44TH STREET CONDOMINIUM,"1269 44TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
H800025,"CEDARGOVE HOMEOWNERS ASSOICATION, INC.","CEDARGOVE HOMEOWNERS ASSOICATION, INC., STATEN ISLAND, NY, 10306",HOMEOWNERS ASSOCIATION
H810026,FORDUNE HOA,"WICKOPAGUE RD (FORDUNE HOA), SOUTH HAMPTON, NY, 11976",HOMEOWNERS ASSOCIATION
H820023,VICTORIA PARK HOMEOWNERS ASSOC.,"ETHEL ROAD, EDISON, NJ, 99999",HOMEOWNERS ASSOCIATION
H840021,COTSWOLDS AT N. SALEM -FORMERLY BUFFALO CREEK,"BOX 82, MILLS ROAD, PURDYS, NORTH SALEM, NY, 10578",HOMEOWNERS ASSOCIATION
H880049,WISTERIA HOMEOWNER'S ASSOCIATION,"WISTERIA LANE, IRONDEQUOIT, NY, 14617",HOMEOWNERS ASSOCIATION
H890172,LAGOON MANOR HOA INC   (PHASE I & II),"ROUTE 9N, TOWN OF BOLTON, NY",HOMEOWNERS ASSOCIATION
NY910050,3681 BROADWAY HDFC,"3681 BROADWAY, NEW YORK, NY",OTHER
C800342,78 RIDGE VIEW APTS. CORP.,"436-440 78TH ST., BROOKLYN, NY, 11209",COOPERATIVE
C810036,1474 THIRD AVE.,"1474 THIRD AVE., NEW YORK, NY, 10028",COOPERATIVE
C810438,37 BROMPTON ROAD,"37 BROMPTON ROAD, GREAT NECK, NY, 11022",COOPERATIVE
C830414,563 8TH STREET HOUSING CORPORATION,"563 8TH STREET, BROOKLYN, NY, 11218",COOPERATIVE
C840062,520 EAST 76TH STREET APARTMENT CORP.,"520 EAST 76TH STREET, NEW YORK, NY, 10021",COOPERATIVE
C850787,129 FIRST AVENUE,"129 FIRST AVENUE, NEW YORK, NY, 10011",COOPERATIVE
CD850387,REGO PARK CONDOMINIUM,"64-57 WETHEROLE STREET, REGO PARK, NY, 11347",CONDOMINIUM
CD860040,VILLAGE PARK CONDOMINIUM,"391 SOUTH ROAD, POUGHKEEPSIE, NY, 12524",CONDOMINIUM
CD860261,OLD COUNTRY PROFESSIONAL CENTER,"1171 OLD COUNTRY ROAD, PLAINVIEW, NY, 11803",CONDOMINIUM
CD870385,DEBMOR ESTATES CONDOMINIUM I,"DEBBIE STREET, MORANI ST & AKRON ST, STATEN ISLAND, NY, 10314",CONDOMINIUM
CD870406,TWIN MAPLES CONDO (CPS-4-94-004)*,"ROUTE 9-W, SAUGERTIES, NY, 12477",CONDOMINIUM
H780007,"TALCOTT WOODS OWNERS ASSOCIATION, INC","VILLAGE OF RYE BROOK, TOWN OF RYE, WESTCHESTER, NY",HOMEOWNERS ASSOCIATION
H890151,BIRCHWOOD AT SPRING LAKE HOA PH. I,"MIDDLE  COUNTRY ROAD, MIDDLE ISLAND, NY, 11953",HOMEOWNERS ASSOCIATION
H950059,MILLENNIUM HILLS HOMEOWNERS ASSON.,"WALT WHITMAN ROAD, MELVILLE, NY",HOMEOWNERS ASSOCIATION
NY810040,993 AMSTERDAM AVENUE,"993 AMSTERDAM AVENUE, NEW YORK, NY, 10025",COOPERATIVE
C790491,137 GUERNSEY STREET,"137 GUERNSEY STREET, BROOKLYN, NY, 11211",COOPERATIVE
C830248,181 EAST 73RD STREET,"181 EAST 73RD STREET, NEW YORK, NY, 10021",COOPERATIVE
C870279,42-17 16TH AVENUE,"42-17 16TH AVENUE, BROOKLYN, NY, 11204",COOPERATIVE
C890232,45 SOUTH ELLIOT PLACE,"43-45-47 S. ELLIOT PLACE, BROOKLYN, NY, 11217",COOPERATIVE
CD790091,HALSTON HOUSE CONDOMINIUM (CPS-5 -91-002),"410-416 BENEDICT AVENUE, TARRYTOWN, NY",CONDOMINIUM
CD840294,HERON POINTE CONDO. PH. VI,"MAISON BOULEVARD, DOGWOOD NECK, SC, 99999",CONDOMINIUM
CD880532,NEWPORT ISLAND (CPS-1),"2121 GRAND HARBOR BLVD, VERP BEACH, FL, 32967",CONDOMINIUM
CD900245,PARK AVENUE CONDOMINIUM,"246-254 PARK AVENUE, ROCHESTER, NY, 14507",CONDOMINIUM
CD930028,SURF CLUB CONDO PHASE II,"STATE ROAD AIA, PALM COAST, FL, 32137",CONDOMINIUM
CD940037,COUNTRY VIEW ESTATES AT MIDDLE ISLAND,"SE CORNER OD WHISKEY RD & SWEEZEY TOWN RD, MIDDLE ISLAND, NY, 11953",CONDOMINIUM
H820019,SUMMERHILL VILLAGE TOWNHOUSE,"SUMMERHILL VILLAGE TOWNHOUSE, SPOTSWOOD, NJ, 99999",HOMEOWNERS ASSOCIATION
NY910055,537 WEST 156 STREET (HDFC),"537 WEST 156 STREET, NEW YORK, NY",COOPERATIVE
T820007,PRINCESS VACATION CLUB INT'L,"PRINESS VACATION CLUB INT'L, FREEPORT, BA, 99999",OTHER
T840005,HARBOR CLUB I (A TIME SHARE RESORT),"201 CLUB HOUSE DRIVE, PALM COAST, FL, 32037",OTHER
T860003,VILLA ROMA RESORT LODGE (II),"VILLA ROMA CONTRY CLUB, CALLICOON, NY, 12723",OTHER
C820020,332 PALISADE AVENUE,"332 PALISADE AVE., YONKERS, NY, 10703",COOPERATIVE
C850446,47 REMSEN HOUSING CORP,"47 REMSEN STREET, BROOKLYN, NY, 11201",COOPERATIVE
C860094,109 WEST 105TH STREET,"109 WEST 105TH STREET, NEW YORK, NY, 10128",COOPERATIVE
C860282,11 EAST 90TH. STREET,"11 EAST 90TH. ST., NEW YORK, NY, 10128",COOPERATIVE
C870478,302 WEST 86TH STREET,"302 WEST 86TH STREET, NEW YORK, NY, 10024",COOPERATIVE
CC870050,BOULEVARD (THE) (CPS-1),"BROADWAY AND 86TH STREET, NEW YORK, NY",COOPERATIVE/CONDOMINIUM
CD880072,PROSPECT PARK MEWS,"1115&1139 PROSPECT AVE (FORMERLY 155 TERRACE), BROOKLYN, NY, 11218",CONDOMINIUM
CD890257,VILLAGE MANOR TOWNHOUSES CONDOMINIUM,"HENRY STREET, HEMPSTEAD, NY, 11050",CONDOMINIUM
CD930004,2 DAG HAMMARSKJOLD PLAZA CONDOMINIUM(CPS-1),"2 DAG HAMMARSKJOLD PLAZA, NEW YORK, NY, 10017",CONDOMINIUM
CD950115,2049 53RD CONDOMINIUM,"2049 53RD STREET, BROOKLYN, NY, 11204",CONDOMINIUM
CD960078,WOOSTER STREET CONDOMINIUM,"42-50 WOOSTER STREET, NEW YORK, NY, 10012",CONDOMINIUM
H760014,"LEISUREWOOD ASSOCIATION, INC","TOWN OF NEWSTEAD, AKRON, NY, 14001",HOMEOWNERS ASSOCIATION
H840032,HIDDEN RIDGE AT KUTSHER'S COUNTRY CLUB HOA,"OLD LIBERTY ROAD (RESUBMIT), MONTICELLO, NY, 12701",HOMEOWNERS ASSOCIATION
H870025,COUNTRY COMMONS CONDO (CHANGED TO CD87-652),"WEST ROAD, PLEASANT VALLEY, NY",HOMEOWNERS ASSOCIATION
H890023,HIPP BROOK HOA,"450 REYNOLDS ARCADE BUILDING, ROCHESTER, NY, 14614",HOMEOWNERS ASSOCIATION
C790106,119 PROSPECT PARK WEST HOUSING CORP.,"119 PROSPECT PARK WEST, BROOKLYN, NY, 11215",COOPERATIVE
C840488,245-303 BENNETT AVE AKA 4489-4521 BROADWAY,"245-303 BENNETT AVENUE AKA 4489-4521 BROADWAY, NEW YORK, NY, 10034",COOPERATIVE
C870108,8023 19TH AVENUE,"8023 19TH AVENUE, BROOKLYN, NY, 11214",COOPERATIVE
C880284,430 OCEAN PARKWAY,"430 OCEAN PARKWAY, BROOKLYN, NY, 11214",COOPERATIVE
C890116,505 CENTRAL AVENUE,"505 CENTRAL AVENUE, WHITE PLAINS, NY, 10606",COOPERATIVE
CD810185,JOYCE MANOR CONDO.,"140 WEST 58TH STREET, NEW YORK, NY, 10019",CONDOMINIUM
CD820235,WHITESTONE GARDENS CONDOMINIUM (OLD # C82-66),"149-47/65 22ND AVENUE, WHITESTONE, NY, 11357",CONDOMINIUM
CD830183,"PRINCESS, A CONDOMINIUM","9650 SOUTH AIA, JENSEN BEACH, FL, 33457",CONDOMINIUM
CD840233,"IRONWOOD COND. BLDG. ""LL"" SEC. 20","4500 CORTEZ WEST, BRADENTON, FL, 33507",CONDOMINIUM
CD850181,LUCERNE POINTE CONDOMINIUM # 7,"TAHITI LANE, PALM BEACH, FL, 33463",CONDOMINIUM
CD860231,GRAMERCY PARK CONDOMINIUM,"151 EAST 20TH STREET, NEW YORK, NY, 10019",CONDOMINIUM
CD870178,PRIMROSE LANE CONDOMINIUM,"WEEKS ROAD, NORTH BABYLON, NY",CONDOMINIUM
CD900083,PONDSIDE VILLAGE II CONDO,"STADIUM ROAD, WHITE PLAINS, NY, 10607",CONDOMINIUM
H900127,WENONAH LODGE HOA,"PANTHER MOUNTAIN DRIVE, HARRIETSTOWN, NY, 12981",HOMEOWNERS ASSOCIATION
T820004,PONDS AT FOXHOLLOW,"ROUTE 7, LENOX, MA, 01240",OTHER
C810171,ANSONIA COURT,"420 12TH ST, BROOKLYN, NY, 11215",COOPERATIVE
C810397,5 E. 16TH ST. (WITHDRAWN 1/15/82)SEE:CD83-104,"5 EAST 16TH STREET  SEE CD83-104, NEW YORK, NY, 10003",COOPERATIVE
C830218,142-15 FRANKLIN AVENUE,"142-15 FRANKLIN AVENUE, FLUSHING, NY, 11335",COOPERATIVE
C830395,515 AVENUE I,"515 AVENUE I, BROOKLYN, NY, 11230",COOPERATIVE
C870391,1800 EAST 12TH STREET,"1800 EAST 12TH STREET, BROOKLYN, NY, 11229",COOPERATIVE
C890202,266 KEAP STREET,"266 KEAP STREET, BROOKLYN, NY, 11211",COOPERATIVE
CD800112,PAVILLION COND. (THE) FORMERLY-HIDDEN HOLLOW,"MCFARLAND ROAD         AT WAPPINGERS FALLS, WAPPINGERS FALLS, NY, 11418",CONDOMINIUM
CD810111,"PALM-AIRE COUNTRY CLUB APTS,PHASE 11, #113","OAKS WAY & OAKS DRIVE, NORTH COURSE DRIVE, POMPANO BEACH, FL, 99999",CONDOMINIUM
CD840264,HOSPITAL ROAD PROFESSIONAL CENTER CONDOMINIUM,"250 YAPHANK ROAD, EAST PATCHOGUE, NY, 11772",CONDOMINIUM
CD880487,PRESIDENT GARDEN APARTMENTS,"1229 PRESIDENT STREET, BROOKLYN, NY, 11211",CONDOMINIUM
CD900212,LA BAR VILLAGE (CPS-1),"ONE VILLAGE CIRCLE, STROUDSBURG, PA, 18630",CONDOMINIUM
CD960020,TREE VIEW CONDOMINIUM (RESUBMIT),"64-54 BOOTH STREET, REGO PARK, NY, 11374",CONDOMINIUM
H840030,BULL CALF LANDING (RESUBMIT),"RTE 25A, CENTERPORT, NY, 11721",HOMEOWNERS ASSOCIATION
H890188,BATTENKILL OVERLOOK HOMEOWNERS ASSOC INC,"75 EAST MAIN STREET, ROUTE 313, JACKSON, NY, 12816",HOMEOWNERS ASSOCIATION
NY880040,127-31 WEST 170TH STREET,"127-31 WEST 170TH STREET, BRONX, NY",COOPERATIVE
C850416,406 SEVENTH AVENUE,"406 SEVENTH AVENUE, BROOKLYN, NY, 10001",COOPERATIVE
C850550,512 EAST 13TH STREET (RS-3 FILED 8/6/87),"512 EAST 13TH STREET, NEW YORK, NY, 10009",COOPERATIVE
C860064,220 LINCOLN PLACE (RESUBMIT),"220 LINCOLN PLACE, BROOKLYN, NY, 11201",COOPERATIVE
C880010,"540 ST JOHNS PLACE (ABANDONED 6/26/90,RS-3","540 ST JOHNS PLACE              FILED), BROOKLYN, NY, 11238",COOPERATIVE
C880254,121 WEST 82 CORP.,"121 WEST 82ND STREET, NEW YORK, NY, 10024",COOPERATIVE
C890003,2440 OLINVILLE AVENUE,"2440 OLINVILLE AVENUE, BRONX, NY, 10467",COOPERATIVE
C920018,HIGHBRIDGE VILLAGE HOMES,"NELSON AVENUE-EAST 169TH ST & 170TH STREET, BRONX, NY, 10460",COOPERATIVE
CD820190,"ENVIRON TOWERS I, A CONDOMINIUM","7100, 7200 RADICE COURT, LAUDERHILL, FL, 33319",CONDOMINIUM
CD850016,VILLAGES OF SEAPORT CPS-1,"8850 NORTH ATLANTIC AVENUE, CAPE CANAVERAL, FL, 32920",CONDOMINIUM
CD880042,OCEAN GARDENS CONDOMINIUM NO. 1,"1715 OCEAN AVENUE, BROOKLYN, NY, 11219",CONDOMINIUM
CD890227,1161 47TH STREET CONDOMINIUM,"1161 47TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
