zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019106004 900 1800 6048000 3600
9k7iq4r83qojp190at8asqbur4qa1ogh.zuerich.	900	in	nsec3	1 1 0 - 9LDESROTGLQ5MUL4DLCL9FBGI9425R5T NS DS RRSIG
9k7iq4r83qojp190at8asqbur4qa1ogh.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. ilcW6wh3jf5TYV6o1Iph7Vg+lNhEHxZ5B6udwHZTA95VLtYdvA7Vi73hgn8JmS0RLxX8NqjD9Lf2aW4A5G5bDCwCkwnbhWF6qhtsKn0lrZnt3CQG33iAqAlrb9Zp4kASAf5rXDORmZ5oAd5/7cVi0ppd8nvE1DkhAPmpsBtCtbE=
9ldesrotglq5mul4dlcl9fbgi9425r5t.zuerich.	900	in	nsec3	1 1 0 - 9TRF4P4PJNLN3UL4V9KRRDCTGCCSCTUC NS DS RRSIG
9ldesrotglq5mul4dlcl9fbgi9425r5t.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. fwNXMkQs9HS0gjxVB2IjFvLkqaPCKo6AMT3eLZAhm98jrWIdiMoCRbysY0bWHlLazVfT2JlkvFrcgADmOvm8aLNudAg7YiCbIjDL5tGuhza+YQay26AfD2TAS+w3c7rQd82Xgymregj1a5k/t8gtKeUFLOuK63UtQQ9PFyV6i24=
9trf4p4pjnln3ul4v9krrdctgccsctuc.zuerich.	900	in	nsec3	1 1 0 - 9VHADPASSG4TE5ABQUQIV1TL02GA7NMR NS DS RRSIG
9trf4p4pjnln3ul4v9krrdctgccsctuc.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. qH7s62EClxFMX2PhNbdYA4W9TAn8XntF42Ep8zLZCBNvVGcIuBEl5bT1qP4lPfgfaxuKReP5DK2mXAzmQiI5QiCplXzQoXF4qUr+pcQfhZ+S+FAwGIhQ+s6fCPmfdXAnnBjZaZKHjtftsSxaadb/VlUs3oN8wDZSj1qkiYIZasg=
9vhadpassg4te5abquqiv1tl02ga7nmr.zuerich.	900	in	nsec3	1 1 0 - A1UGN0FHBIC0MV8B3GIHCEKHJDM2JF0U NS DS RRSIG
9vhadpassg4te5abquqiv1tl02ga7nmr.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. bb1T1ZJQdEp8AEZASlhJL6bCqbJ7y2J6JlyEjUjQSS9bW1hSMolumkFxVOAbBC1LJT17XuruYZsSRPKpLBmHiGNRMn70L6XjCjVYKBPbk5oV7BOuJ1BEfxFd706ClslF3DgH7fqDHw1NahJLYTxbyNhc8paJss2W/0qiTSooQUQ=
a.nic.zuerich.	3600	in	a	194.169.218.107
a.nic.zuerich.	3600	in	aaaa	2001:067c:13cc:0000:0000:0000:0001:0107
a.zuerich.	3600	in	ns	ns1.dns-parking.com.
a.zuerich.	3600	in	ns	ns2.dns-parking.com.
a1ugn0fhbic0mv8b3gihcekhjdm2jf0u.zuerich.	900	in	nsec3	1 1 0 - A9AKOQNR8NOIFROVHG9MGMK02RB1HU6N NS DS RRSIG
a1ugn0fhbic0mv8b3gihcekhjdm2jf0u.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. PIi6XNi+G01Qu+e6NY4WJCSI9eHDFil9ZJobrkD3CCt44XWPHijOu7lAcmg7n3XmCqNH4oVwNPMmxGVFJwaZcl79ZlxtiVlXneLrj5kGdi2C2pw0uaHw5NYlqHF+ix95+tWftwxeZrNVeP3sStHmcXF/daNcT1RLuQ2fUZAMTUs=
a9akoqnr8noifrovhg9mgmk02rb1hu6n.zuerich.	900	in	nsec3	1 1 0 - A9D5BIBRGB6O8TQPD0R2F49J7OOP2E32 NS DS RRSIG
a9akoqnr8noifrovhg9mgmk02rb1hu6n.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. WmsuW8L+G10Rd+MCt7U+a7ZQEx+2sV/9/O08wBlUabkYlQoKveoniD3WpJUP/xqudTwM6Q+Frt05U0+Ljohaqcj47prMtkA5ZiE4RtrqKTzqRzc6PhqD7Yw4uza+Lc2xVuepU+1gN41bfgqD0pyJyFOPx53Y6fjWLzkTPSqkpT8=
a9d5bibrgb6o8tqpd0r2f49j7oop2e32.zuerich.	900	in	nsec3	1 1 0 - AI1Q1J2LGT1B7M3RS94F5VU4D8LA36U4 NS DS RRSIG
a9d5bibrgb6o8tqpd0r2f49j7oop2e32.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. CBvPAfPpMIz9UX4viRi/DPT9SaLlBwpDdb2TQ43VzOo3DOukJq42xzIgbCFKXKE8CTlTLX7j/wZyQb++/BlHKRDLyG/V2MEoXpf2kTtpY+epu+HUOH1b/iilXyAo1uTuHV07cdhK+CyYhKzeF15TmQa/LUeijrpVNM6aSXYTT4s=
aaa.zuerich.	3600	in	ns	ns1.nova.metanet.ch.
aaa.zuerich.	3600	in	ns	ns2.nova.metanet.ch.
abb.zuerich.	3600	in	ns	a1-226.akam.net.
abb.zuerich.	3600	in	ns	a10-66.akam.net.
abb.zuerich.	3600	in	ns	a13-65.akam.net.
abb.zuerich.	3600	in	ns	a22-65.akam.net.
abb.zuerich.	3600	in	ns	a4-64.akam.net.
abb.zuerich.	3600	in	ns	a7-64.akam.net.
abes.zuerich.	3600	in	ns	ns41.infomaniak.com.
abes.zuerich.	3600	in	ns	ns42.infomaniak.com.
abschleppdienst.zuerich.	3600	in	ns	ns1.nano.metanet.ch.
abschleppdienst.zuerich.	3600	in	ns	ns2.nano.metanet.ch.
academy.zuerich.	3600	in	ns	ns14.wixdns.net.
academy.zuerich.	3600	in	ns	ns15.wixdns.net.
action.zuerich.	3600	in	ns	ns.hostpoint.ch.
action.zuerich.	3600	in	ns	ns2.hostpoint.ch.
action.zuerich.	3600	in	ns	ns3.hostpoint.ch.
actra.zuerich.	3600	in	ns	ch.pro.io.
actra.zuerich.	3600	in	ns	nl.pro.io.
actra.zuerich.	3600	in	ns	p.dnh.net.
adelmann.zuerich.	3600	in	ns	ns.hostpoint.ch.
adelmann.zuerich.	3600	in	ns	ns2.hostpoint.ch.
adelmann.zuerich.	3600	in	ns	ns3.hostpoint.ch.
adhs.zuerich.	3600	in	ds	26239 13 2 4B168ED4A60DEED81BD6F865936AB73FA6CFB933A69901522C5790567434A771
adhs.zuerich.	3600	in	ns	ns41.infomaniak.com.
adhs.zuerich.	3600	in	ns	ns42.infomaniak.com.
adhs.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. NiEakA6BiLB5ioIc0wkpSzRs0pGBxuLFikgtFvtOtESyoISjC49pa8bbuqtW8OquU5uhGJ10XJ7fZ2LOoD+Pkw3SnxLEiz+f5Q5oXDjqYGdbQopyLXhsXqzWPlqR6Bi2gGeVjzJo7VYiCrWeXfkwzc+yfZh3eluFvM1xV4oGsMI=
admin.zuerich.	3600	in	ns	ns.hostpoint.ch.
admin.zuerich.	3600	in	ns	ns2.hostpoint.ch.
admin.zuerich.	3600	in	ns	ns3.hostpoint.ch.
adresse.zuerich.	3600	in	ns	ns.hostpoint.ch.
adresse.zuerich.	3600	in	ns	ns2.hostpoint.ch.
adresse.zuerich.	3600	in	ns	ns3.hostpoint.ch.
adunit.zuerich.	3600	in	ds	40793 13 2 8D0D2C278E3B4697C728BF0E3E568AEC1A2AF348A484E3147E521CAF95EC460A
adunit.zuerich.	3600	in	ns	ns41.infomaniak.com.
adunit.zuerich.	3600	in	ns	ns42.infomaniak.com.
adunit.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. SWRVq0BJJn9q4RVAFeUG+cAzz2MTZCLdoSQmozvcKQe3FqoobJmZXoAMdRP33hbeFD9xK5wm6FsFycHs6JX6HaaMu532nhCBqlsy12vmOMA34MQGUEnJgWR99Ab+z+nDn0WvdpChCaG4Tr+fFQ9X9hBe7hdPZGKZHDKf7rlmXH4=
advisors.zuerich.	3600	in	ns	ns1.webland.ch.
advisors.zuerich.	3600	in	ns	ns2.webland.ch.
advisors.zuerich.	3600	in	ns	ns3.webland.ch.
advisors.zuerich.	3600	in	ns	ns4.webland.ch.
agentur.zuerich.	3600	in	ds	56519 13 2 CE1F5E035AE1303163A6EB7A4071E3FABFEA7D2FF2CEE9AA882AA53923038E9D
agentur.zuerich.	3600	in	ns	ns41.infomaniak.com.
agentur.zuerich.	3600	in	ns	ns42.infomaniak.com.
agentur.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. fptPQXZ06aM/qHOKIw9/qjvFQ3Ijc53jAbmHT3vF0Wzonk694UjUJCGFmRXGoUO0n7qk5NAoLtfQlrkxUUjuEwBpOEvgEqyMgsEGXIwebz5l3aQ2eOvJA3vGRSkTKjBWgcTr2cQ2rgTNcflJiGuBOWhSkWIfE12RgQYh5nLlk8A=
agility.zuerich.	3600	in	ns	ns.hostpoint.ch.
agility.zuerich.	3600	in	ns	ns2.hostpoint.ch.
agility.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ahz.zuerich.	3600	in	ns	a.ns14.net.
ahz.zuerich.	3600	in	ns	b.ns14.net.
ahz.zuerich.	3600	in	ns	c.ns14.net.
ahz.zuerich.	3600	in	ns	d.ns14.net.
ai.zuerich.	3600	in	ns	ns.hostpoint.ch.
ai.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ai.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ai1q1j2lgt1b7m3rs94f5vu4d8la36u4.zuerich.	900	in	nsec3	1 1 0 - B32E1MPS0JLBGMG301CAQ8T8FN549F4N NS DS RRSIG
ai1q1j2lgt1b7m3rs94f5vu4d8la36u4.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. sDYKY5+f4uL+LdsJuURYVn9UafWH4MP9taU8eyfIw0B8dqg8OXUmRhyQ/F4Exga2m6R8IAqLaymzcmT0nQzpDlrhJbk9uI6cqYJUfwWjcZ0aLagNZuqTFsfpoBdML9OtuU1X2URc8RBJf+qU1Fn91PotRE63NP/E22FhSUz+ts0=
airport-taxi.zuerich.	3600	in	ns	ns.hostpoint.ch.
airport-taxi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
airport-taxi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
airport.zuerich.	3600	in	ns	ns.inwx.ch.
airport.zuerich.	3600	in	ns	ns2.inwx.ch.
airport.zuerich.	3600	in	ns	ns3.inwx.eu.
akademie-asthetische-medizinische-kosmetik.zuerich.	3600	in	ns	ns.hostpoint.ch.
akademie-asthetische-medizinische-kosmetik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
akademie-asthetische-medizinische-kosmetik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
akademie.zuerich.	3600	in	ns	ch.pro.io.
akademie.zuerich.	3600	in	ns	nl.pro.io.
akademie.zuerich.	3600	in	ns	p.dnh.net.
akupunktur.zuerich.	3600	in	ns	ns.hostpoint.ch.
akupunktur.zuerich.	3600	in	ns	ns2.hostpoint.ch.
akupunktur.zuerich.	3600	in	ns	ns3.hostpoint.ch.
alarm.zuerich.	3600	in	ns	ns1.hosttech.ch.
alarm.zuerich.	3600	in	ns	ns2.hosttech.ch.
alarm.zuerich.	3600	in	ns	ns3.hosttech.ch.
alarmanlage.zuerich.	3600	in	ns	ns1.hosttech.ch.
alarmanlage.zuerich.	3600	in	ns	ns2.hosttech.ch.
alarmanlage.zuerich.	3600	in	ns	ns3.hosttech.ch.
alarmanlagen.zuerich.	3600	in	ns	ns.hostpoint.ch.
alarmanlagen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
alarmanlagen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
alexlake.zuerich.	3600	in	ns	ns.hostpoint.ch.
alexlake.zuerich.	3600	in	ns	ns2.hostpoint.ch.
alexlake.zuerich.	3600	in	ns	ns3.hostpoint.ch.
alkoholberatung.zuerich.	3600	in	ns	ns.hostpoint.ch.
alkoholberatung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
alkoholberatung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
almahotel.zuerich.	3600	in	ns	ns.hostpoint.ch.
almahotel.zuerich.	3600	in	ns	ns2.hostpoint.ch.
almahotel.zuerich.	3600	in	ns	ns3.hostpoint.ch.
aln.zuerich.	3600	in	ns	ns.hostpoint.ch.
aln.zuerich.	3600	in	ns	ns2.hostpoint.ch.
aln.zuerich.	3600	in	ns	ns3.hostpoint.ch.
alphabet.zuerich.	3600	in	ns	ns1.googledomains.com.
alphabet.zuerich.	3600	in	ns	ns2.googledomains.com.
alphabet.zuerich.	3600	in	ns	ns3.googledomains.com.
alphabet.zuerich.	3600	in	ns	ns4.googledomains.com.
altezeiten.zuerich.	3600	in	ns	ns.hostpoint.ch.
altezeiten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
altezeiten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
altgold.zuerich.	3600	in	ns	ns.hostpoint.ch.
altgold.zuerich.	3600	in	ns	ns2.hostpoint.ch.
altgold.zuerich.	3600	in	ns	ns3.hostpoint.ch.
aluprofile.zuerich.	3600	in	ns	ns.hostpoint.ch.
aluprofile.zuerich.	3600	in	ns	ns2.hostpoint.ch.
aluprofile.zuerich.	3600	in	ns	ns3.hostpoint.ch.
amazing.zuerich.	3600	in	ns	ns.hostpoint.ch.
amazing.zuerich.	3600	in	ns	ns2.hostpoint.ch.
amazing.zuerich.	3600	in	ns	ns3.hostpoint.ch.
amazingtoys.zuerich.	3600	in	ns	ns.hostpoint.ch.
amazingtoys.zuerich.	3600	in	ns	ns2.hostpoint.ch.
amazingtoys.zuerich.	3600	in	ns	ns3.hostpoint.ch.
amtfuermobilitaet.zuerich.	3600	in	ns	ns1.brandshelter.com.
amtfuermobilitaet.zuerich.	3600	in	ns	ns2.brandshelter.de.
amtfuermobilitaet.zuerich.	3600	in	ns	ns3.brandshelter.info.
amtfuermobilitaet.zuerich.	3600	in	ns	ns4.brandshelter.net.
amtfuermobilitaet.zuerich.	3600	in	ns	ns5.brandshelter.us.
amw.zuerich.	3600	in	ns	ns.hostpoint.ch.
amw.zuerich.	3600	in	ns	ns2.hostpoint.ch.
amw.zuerich.	3600	in	ns	ns3.hostpoint.ch.
andri.zuerich.	3600	in	ns	ns.hostpoint.ch.
andri.zuerich.	3600	in	ns	ns2.hostpoint.ch.
andri.zuerich.	3600	in	ns	ns3.hostpoint.ch.
android.zuerich.	3600	in	ns	ns1.googledomains.com.
android.zuerich.	3600	in	ns	ns2.googledomains.com.
android.zuerich.	3600	in	ns	ns3.googledomains.com.
android.zuerich.	3600	in	ns	ns4.googledomains.com.
angehorigenpflege.zuerich.	3600	in	ns	ns.hostpoint.ch.
angehorigenpflege.zuerich.	3600	in	ns	ns2.hostpoint.ch.
angehorigenpflege.zuerich.	3600	in	ns	ns3.hostpoint.ch.
angeloroberto.zuerich.	3600	in	ns	ns1.cyon.ch.
angeloroberto.zuerich.	3600	in	ns	ns2.cyon.ch.
antik.zuerich.	3600	in	ns	ns.hostpoint.ch.
antik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
antik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
anwalt-scheidung.zuerich.	3600	in	ns	dns11.firestorm.ch.
anwalt-scheidung.zuerich.	3600	in	ns	dns12.firestorm-isp.com.
anwalt-scheidung.zuerich.	3600	in	ns	dns13.firestorm-isp.com.
anwalt-scheidung.zuerich.	3600	in	ns	dns14.firestorm.ch.
anwalt-strafrecht.zuerich.	3600	in	ns	ns1.hoststar.hosting.
anwalt-strafrecht.zuerich.	3600	in	ns	ns2.hoststar.hosting.
anwaltskanzlei-erbrecht.zuerich.	3600	in	ns	ns1.hoststar.hosting.
anwaltskanzlei-erbrecht.zuerich.	3600	in	ns	ns2.hoststar.hosting.
anwaltskanzlei-strafrecht.zuerich.	3600	in	ns	ns1.hoststar.hosting.
anwaltskanzlei-strafrecht.zuerich.	3600	in	ns	ns2.hoststar.hosting.
anwaltskanzlei.zuerich.	3600	in	ds	5736 13 2 890D68F57B79A2A9E014E9C4330ABCAC84492467E290FB2C796EA3FB0398BCAE
anwaltskanzlei.zuerich.	3600	in	ns	ns41.infomaniak.com.
anwaltskanzlei.zuerich.	3600	in	ns	ns42.infomaniak.com.
anwaltskanzlei.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. jdX00WSwoPxo80GgSIdEOKMglg1AERVp6euHxEb4neVu2CeJwUvKmpsf+qPxeAXjaUy2rzJ86dg4TNckKWGoJQYAKNZBudS/Jl9FpnodmkAM/sNuWHQxcs5pdAldEPdw0H3fWgjL0SiYB+1oqoWNDtMoh/ggXkkp9ju+Cic/6jA=
apartment.zuerich.	3600	in	ns	cruz.ns.cloudflare.com.
apartment.zuerich.	3600	in	ns	will.ns.cloudflare.com.
apartments.zuerich.	3600	in	ns	cruz.ns.cloudflare.com.
apartments.zuerich.	3600	in	ns	will.ns.cloudflare.com.
apero.zuerich.	3600	in	ns	ns1.hosttech.ch.
apero.zuerich.	3600	in	ns	ns2.hosttech.ch.
apero.zuerich.	3600	in	ns	ns3.hosttech.ch.
aperos.zuerich.	3600	in	ns	ns1.hosttech.ch.
aperos.zuerich.	3600	in	ns	ns2.hosttech.ch.
aperos.zuerich.	3600	in	ns	ns3.hosttech.ch.
apf.zuerich.	3600	in	ns	ns.hostpoint.ch.
apf.zuerich.	3600	in	ns	ns2.hostpoint.ch.
apf.zuerich.	3600	in	ns	ns3.hostpoint.ch.
app-entwicklung.zuerich.	3600	in	ns	ns.second-ns.com.
app-entwicklung.zuerich.	3600	in	ns	ns1.your-server.de.
app-entwicklung.zuerich.	3600	in	ns	ns3.second-ns.de.
apple.zuerich.	3600	in	ns	a.ns.apple.com.
apple.zuerich.	3600	in	ns	b.ns.apple.com.
apple.zuerich.	3600	in	ns	c.ns.apple.com.
apple.zuerich.	3600	in	ns	d.ns.apple.com.
applestore.zuerich.	3600	in	ns	a.ns.apple.com.
applestore.zuerich.	3600	in	ns	b.ns.apple.com.
applestore.zuerich.	3600	in	ns	c.ns.apple.com.
applestore.zuerich.	3600	in	ns	d.ns.apple.com.
arbeitsmarkt-koordination.zuerich.	3600	in	ns	ns.hostpoint.ch.
arbeitsmarkt-koordination.zuerich.	3600	in	ns	ns2.hostpoint.ch.
arbeitsmarkt-koordination.zuerich.	3600	in	ns	ns3.hostpoint.ch.
arbeitsmarkt-umfragen.zuerich.	3600	in	ns	ns.hostpoint.ch.
arbeitsmarkt-umfragen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
arbeitsmarkt-umfragen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
architekt.zuerich.	3600	in	ns	ns.hostpoint.ch.
architekt.zuerich.	3600	in	ns	ns2.hostpoint.ch.
architekt.zuerich.	3600	in	ns	ns3.hostpoint.ch.
architekten.zuerich.	3600	in	ns	ns.hostpoint.ch.
architekten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
architekten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
architektur.zuerich.	3600	in	ns	ns.hostpoint.ch.
architektur.zuerich.	3600	in	ns	ns2.hostpoint.ch.
architektur.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ardea.zuerich.	3600	in	ns	ns1.hosttech.ch.
ardea.zuerich.	3600	in	ns	ns2.hosttech.ch.
ardea.zuerich.	3600	in	ns	ns3.hosttech.ch.
art.zuerich.	3600	in	ns	ns.hostpoint.ch.
art.zuerich.	3600	in	ns	ns2.hostpoint.ch.
art.zuerich.	3600	in	ns	ns3.hostpoint.ch.
artho.zuerich.	3600	in	ns	ns1.bw2hosting.ch.
artho.zuerich.	3600	in	ns	ns2.bw2hosting.ch.
artificial-intelligence.zuerich.	3600	in	ns	ns.hostpoint.ch.
artificial-intelligence.zuerich.	3600	in	ns	ns2.hostpoint.ch.
artificial-intelligence.zuerich.	3600	in	ns	ns3.hostpoint.ch.
arzt.zuerich.	3600	in	ns	ns1.sedoparking.com.
arzt.zuerich.	3600	in	ns	ns2.sedoparking.com.
assetimmo.zuerich.	3600	in	ns	ns10.bluemouse.ch.
assetimmo.zuerich.	3600	in	ns	ns11.bluemouse.ch.
atc.zuerich.	3600	in	ns	ch.pro.io.
atc.zuerich.	3600	in	ns	nl.pro.io.
atc.zuerich.	3600	in	ns	p.dnh.net.
atelier.zuerich.	3600	in	ns	ns.hostpoint.ch.
atelier.zuerich.	3600	in	ns	ns2.hostpoint.ch.
atelier.zuerich.	3600	in	ns	ns3.hostpoint.ch.
aubergedejeunesse.zuerich.	3600	in	ns	ns.second-ns.com.
aubergedejeunesse.zuerich.	3600	in	ns	ns1.your-server.de.
aubergedejeunesse.zuerich.	3600	in	ns	ns3.second-ns.de.
aubergesdejeunesse.zuerich.	3600	in	ns	ns.second-ns.com.
aubergesdejeunesse.zuerich.	3600	in	ns	ns1.your-server.de.
aubergesdejeunesse.zuerich.	3600	in	ns	ns3.second-ns.de.
audit.zuerich.	3600	in	ns	ns.hostpoint.ch.
audit.zuerich.	3600	in	ns	ns2.hostpoint.ch.
audit.zuerich.	3600	in	ns	ns3.hostpoint.ch.
aufstockung.zuerich.	3600	in	ns	ns.hostpoint.ch.
aufstockung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
aufstockung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
augenzentrum.zuerich.	3600	in	ds	33986 13 2 E2AE86BF8DCDE423F300A63ECF31D8467908EFA1805837EFB2E00308C0BC30CC
augenzentrum.zuerich.	3600	in	ns	ns41.infomaniak.com.
augenzentrum.zuerich.	3600	in	ns	ns42.infomaniak.com.
augenzentrum.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. HGZYmyBCPKQ3rFfcIde3vz8Ay+yOzIz7e0kD9/QqpH1G9lpd7ef3dMMiwuh2h7NuiLR6tyN0duodIxbgKR28omLJtKIAnRAgyNpS55PoAyYueT7QaEK2tcQ94tVQhS8vdimoA+m0nczTIrAYjKWIx+hABEJr8x+y9w0KkQgGOt8=
auktionen.zuerich.	3600	in	ns	ns.hostpoint.ch.
auktionen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
auktionen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
aurora.zuerich.	3600	in	ns	ns.hostpoint.ch.
aurora.zuerich.	3600	in	ns	ns2.hostpoint.ch.
aurora.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ausbildung-weiterbildung-kosmetik.zuerich.	3600	in	ns	ns.hostpoint.ch.
ausbildung-weiterbildung-kosmetik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ausbildung-weiterbildung-kosmetik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ausbildung.zuerich.	3600	in	ns	ns.hostpoint.ch.
ausbildung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ausbildung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
auszeit.zuerich.	3600	in	ns	ns1.hosttech.ch.
auszeit.zuerich.	3600	in	ns	ns2.hosttech.ch.
auszeit.zuerich.	3600	in	ns	ns3.hosttech.ch.
autoankauf.zuerich.	3600	in	ns	ns.hostpoint.ch.
autoankauf.zuerich.	3600	in	ns	ns2.hostpoint.ch.
autoankauf.zuerich.	3600	in	ns	ns3.hostpoint.ch.
autocity.zuerich.	3600	in	ns	a.portsdns.se.
autocity.zuerich.	3600	in	ns	b.portsdns.net.
autofahrschule.zuerich.	3600	in	ns	ns1.hosttech.ch.
autofahrschule.zuerich.	3600	in	ns	ns2.hosttech.ch.
autoglas.zuerich.	3600	in	ns	ns.hostpoint.ch.
autoglas.zuerich.	3600	in	ns	ns2.hostpoint.ch.
autoglas.zuerich.	3600	in	ns	ns3.hostpoint.ch.
autographcollection.zuerich.	3600	in	ns	dns1.cscdns.net.
autographcollection.zuerich.	3600	in	ns	dns2.cscdns.net.
autohilfe-zuber.zuerich.	3600	in	ns	ns1.hoststar.hosting.
autohilfe-zuber.zuerich.	3600	in	ns	ns2.hoststar.hosting.
automobil.zuerich.	3600	in	ns	ns.hostpoint.ch.
automobil.zuerich.	3600	in	ns	ns2.hostpoint.ch.
automobil.zuerich.	3600	in	ns	ns3.hostpoint.ch.
autovermietung.zuerich.	3600	in	ns	ns05.kreativmedia.ch.
autovermietung.zuerich.	3600	in	ns	ns06.kreativmedia.ch.
aww.zuerich.	3600	in	ns	ns.hostpoint.ch.
aww.zuerich.	3600	in	ns	ns2.hostpoint.ch.
aww.zuerich.	3600	in	ns	ns3.hostpoint.ch.
b.nic.zuerich.	3600	in	a	185.24.64.107
b.nic.zuerich.	3600	in	aaaa	2a04:2b00:13cc:0000:0000:0000:0001:0107
b32e1mps0jlbgmg301caq8t8fn549f4n.zuerich.	900	in	nsec3	1 1 0 - BLLHUDMKIUUJLD1TE8FAT02JOHNJ07V4 NS DS RRSIG
b32e1mps0jlbgmg301caq8t8fn549f4n.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. w2zSFPg+L65vZsYzTJltkRU58YLWUMSDYplV6gWvmYlMaGhEpuacKJCuZSXQZaXK9H8NbimeErw8bY9tHvsVkjUrtq2Bl3Bzl+sso7UIgFQE8qxwc2WSbBvXwnSg7Iux+LjwMYEtsQx1SgnWZRTDmixqAF4Ro0l75aKo1pjWnMY=
babyschwimmen.zuerich.	3600	in	ns	ns.hostpoint.ch.
babyschwimmen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
babyschwimmen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
bacchusweine.zuerich.	3600	in	ns	ns.hostpoint.ch.
bacchusweine.zuerich.	3600	in	ns	ns2.hostpoint.ch.
bacchusweine.zuerich.	3600	in	ns	ns3.hostpoint.ch.
bachmann.zuerich.	3600	in	ns	ns.hostpoint.ch.
bachmann.zuerich.	3600	in	ns	ns2.hostpoint.ch.
bachmann.zuerich.	3600	in	ns	ns3.hostpoint.ch.
badminton.zuerich.	3600	in	ds	11415 13 2 2E58F1F165A65484A83D4BC00CBAF1D9A2FECD4488BE0A21C18DB7D74596642D
badminton.zuerich.	3600	in	ns	ns41.infomaniak.com.
badminton.zuerich.	3600	in	ns	ns42.infomaniak.com.
badminton.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. tn+7OxscIFksG/6s5JLfRrPlW+xMZTtX+IF5iekrH5i0eIfjw+jOPCXokC44JpCs+xN7cK+jw/4wXOqmw3R6vXLhuXBcJsPjVfbgf3epFCs3gmFcpl394SLZnk+U/eSaPBQht4cZxTpc2i3fz7XUH0wb+EncTD48GVXvYPILTSs=
bakehouse.zuerich.	3600	in	ns	ns.hostpoint.ch.
bakehouse.zuerich.	3600	in	ns	ns2.hostpoint.ch.
bakehouse.zuerich.	3600	in	ns	ns3.hostpoint.ch.
balkanweinexpo.zuerich.	3600	in	ns	ns.hostpoint.ch.
balkanweinexpo.zuerich.	3600	in	ns	ns2.hostpoint.ch.
balkanweinexpo.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ballett.zuerich.	3600	in	ns	ns5.nine.ch.
ballett.zuerich.	3600	in	ns	ns6.nine.ch.
banhmi.zuerich.	3600	in	ns	ns.hostpoint.ch.
banhmi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
banhmi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
bank-sparhafen-schweiz.zuerich.	3600	in	ns	ns.hostpoint.ch.
bank-sparhafen-schweiz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
